日期,每小时露点温度,每小时降水量,每小时相对湿度,每小时站压力,每小时可见度,每小时风速
2018-02-15T10:36:00,45,,100,29.9,3,10
2018-02-15T10:51:00,45,0,96,29.88,3,7
2018-02-15T11:18:00,45,,96,29.88,3,8
2018-02-15T11:51:00,44,0,93,29.85,6,7
2018-02-15T12:36:00,46,,90,29.83,7,6
2018-02-15T12:51:00,47,0,93,29.83,7,8
2018-02-15T13:00:00,47,,93,29.82,6.84,8
2018-02-15T13:07:00,47,,93,29.82,7,7
2018-02-15T13:51:00,47,0,89,29.8,7,7
2018-02-15T14:51:00,48,0,89,29.78,7,9
2018-02-15T15:51:00,48,0,93,29.75,6,5
2018-02-15T16:00:00,48,,93,29.75,5.59,5
2018-02-15T16:51:00,48,0,89,29.75,8,3
2018-02-15T17:51:00,47,0,93,29.75,10,3
2018-02-15T18:51:00,47,0,96,29.75,10,0
2018-02-15T19:00:00,47,,96,29.74,9.94,0
2018-02-15T19:51:00,47,0,96,29.72,10,6
2018-02-15T20:51:00,48,0,100,29.72,10,7
2018-02-15T21:51:00,48,0.02s,100,29.7,8,10
2018-02-15T22:00:00,48,,100,29.7,7.46,10
2018-02-15T22:51:00,48,0.03,100,29.67,7,3
2018-02-15T23:51:00,49,0.06,100,29.65,5,7
2018-02-15T23:59:00,,,,,,
2018-02-16T00:51:00,50,0.02,100,29.57,0.5,8
2018-02-16T01:00:00,50,,100,29.57,0.5,8
2018-02-16T01:03:00,51,,100,29.59,0.5,3
2018-02-16T01:51:00,50,T,100,29.59,0.25,10
2018-02-16T02:51:00,47,0.01,100,29.57,0.25,5
2018-02-16T03:51:00,47,T,100,29.57,0.25,0
2018-02-16T04:00:00,47,,100,29.56,0.25,0
2018-02-16T04:28:00,48,0.01,100,29.57,0.25,3
2018-02-16T04:30:00,48,0.01,100,29.57,2,5
2018-02-16T04:33:00,49,0.01,100,29.57,2,5
2018-02-16T04:47:00,54,0.01,100,29.56,4,9
2018-02-16T04:51:00,53,0.01,100,29.56,4,9
2018-02-16T05:31:00,52,T,100,29.57,0.5,7
2018-02-16T05:44:00,53,0.01,100,29.57,5,6
2018-02-16T05:51:00,54,0.01,100,29.56,6,6
2018-02-16T06:05:00,55,T,100,29.57,8,9
2018-02-16T06:51:00,56,0.02,100,29.57,7,10
2018-02-16T07:00:00,56,,100,29.56,6.84,10
2018-02-16T07:51:00,52,0.01,90,29.62,10,11
2018-02-16T08:51:00,51,T,87,29.62,10,3
2018-02-16T09:51:00,50,0,89,29.62,10,11
2018-02-16T10:00:00,50,,89,29.62,9.94,11
2018-02-16T10:51:00,49,0,92,29.62,10,10
2018-02-16T11:51:00,51,0,87,29.62,10,8
2018-02-16T12:51:00,50,0,75,29.62,10,14
2018-02-16T13:00:00,50,,75,29.61,9.94,14
2018-02-16T13:51:00,50,T,75,29.61,10,11
2018-02-16T14:51:00,47,T,72,29.65,9,17
2018-02-16T15:51:00,46,0.01,83,29.7,10,17
2018-02-16T16:00:00,46,,83,29.7,9.94,17
2018-02-16T16:31:00,46,0.01,86,29.75,8,20
2018-02-16T16:51:00,45,0.02,86,29.75,10,20
2018-02-16T17:47:00,37,T,71,29.83,10,20
2018-02-16T17:51:00,37,T,71,29.83,10,26
2018-02-16T18:51:00,30,0,58,29.88,10,30
2018-02-16T19:00:00,30,,58,29.88,9.94,30
2018-02-16T19:51:00,29,0,58,29.95,10,26
2018-02-16T20:51:00,26,0,55,30.01,10,17
2018-02-16T21:51:00,23,0,51,30.06,10,17
2018-02-16T22:00:00,23,,51,30.06,9.94,17
2018-02-16T22:51:00,20,0,48,30.11,10,15
2018-02-16T23:51:00,15,0,42,30.16,10,18
2018-02-16T23:59:00,,,,,,
2018-02-17T00:51:00,15,0,46,30.19,10,16
2018-02-17T01:00:00,15,,46,30.18,9.94,16
2018-02-17T01:51:00,15,0,47,30.24,10,14
2018-02-17T02:51:00,15,0,50,30.24,10,13
2018-02-17T03:51:00,16,0,54,30.29,10,16
2018-02-17T04:00:00,16,,54,30.28,9.94,16
2018-02-17T04:51:00,16,0,56,30.32,10,8
2018-02-17T05:51:00,16,0,58,30.37,10,9
2018-02-17T06:51:00,17,0,63,30.38,10,8
2018-02-17T07:00:00,17,,63,30.38,9.94,8
2018-02-17T07:51:00,17,0,56,30.4,10,8
2018-02-17T08:51:00,18,0,54,30.4,10,11
2018-02-17T09:51:00,19,0,52,30.38,10,10
2018-02-17T10:00:00,19,,52,30.38,9.94,10
2018-02-17T10:51:00,20,0,48,30.37,10,10
2018-02-17T11:51:00,17,0,43,30.38,10,11
2018-02-17T12:51:00,21,0,55,30.35,10,11
2018-02-17T13:00:00,21,,55,30.34,9.94,11
2018-02-17T13:51:00,22,0,57,30.32,10,13
2018-02-17T14:51:00,23,0,59,30.32,10,9
2018-02-17T15:51:00,24,0,62,30.27,10,9
2018-02-17T16:00:00,24,,62,30.27,9.94,9
2018-02-17T16:51:00,26,0,67,30.24,10,9
2018-02-17T17:51:00,27,0,67,30.22,10,6
2018-02-17T18:08:00,28,T,73,30.22,2,8
2018-02-17T18:24:00,31,T,85,30.24,7,7
2018-02-17T18:51:00,32,0.01,96,30.19,2.50V,11
2018-02-17T19:00:00,32,,96,30.19,2.49,11
2018-02-17T19:00:00,32,0.02,96,30.17,1,10
2018-02-17T19:05:00,32,0.02,96,30.17,0.75,9
2018-02-17T19:13:00,33,0.04,100,30.17,0.75,8
2018-02-17T19:51:00,32,0.11,100,30.16,0.75,7
2018-02-17T20:51:00,32,0.14s,100,30.11,0.75,8
2018-02-17T21:29:00,32,0.08,100,30.06,0.75,8
2018-02-17T21:51:00,32,0.11,100,30.04,1.5,9
2018-02-17T22:00:00,32,,100,30.04,1.49,9
2018-02-17T22:51:00,33,0.08,100,30.03,1.5,0
2018-02-17T23:49:00,34,,100,30,2,3
2018-02-17T23:51:00,33,0.03,100,30,2,5
2018-02-17T23:59:00,,,,,,
2018-02-18T00:49:00,32,,100,29.96,2.5,0
2018-02-18T00:51:00,32,0.02,100,29.96,4,0
2018-02-18T01:00:00,32,,100,29.95,3.73,0
2018-02-18T01:27:00,33,T,100,29.95,4,0
2018-02-18T01:49:00,34,,100,29.95,6,3
2018-02-18T01:51:00,33,T,100,29.95,6,0
2018-02-18T02:51:00,33,0,97,29.95,6,8
2018-02-18T03:51:00,33,0,97,29.98,7,11
2018-02-18T04:00:00,33,,97,29.97,6.84,11
2018-02-18T04:18:00,33,,97,30.01,9,11
2018-02-18T04:51:00,32,0,89,30.03,10,14
2018-02-18T05:45:00,32,,87,30.04,10,13
2018-02-18T05:51:00,32,0,89,30.06,10,11
2018-02-18T06:51:00,29,0,78,30.09,10,17
2018-02-18T07:00:00,29,,78,30.09,9.94,17
2018-02-18T07:51:00,27,0,70,30.14,10,26
2018-02-18T08:51:00,25,0,64,30.16,10,25
2018-02-18T09:51:00,24,0,57,30.24,10,17
2018-02-18T10:00:00,24,,57,30.23,9.94,17
2018-02-18T10:51:00,23,0,55,30.27,10,18
2018-02-18T11:51:00,24,0,53,30.32,10,11
2018-02-18T12:51:00,24,0,49,30.32,10,10
2018-02-18T13:00:00,24,,49,30.32,9.94,10
2018-02-18T13:51:00,25,0,49,30.34,10,11
2018-02-18T14:51:00,25,0,47,30.34,10,14
2018-02-18T15:51:00,25,0,47,30.35,10,11
2018-02-18T16:00:00,25,,47,30.35,9.94,11
2018-02-18T16:51:00,25,0,49,30.38,10,15
2018-02-18T17:51:00,25,0,53,30.42,10,7
2018-02-18T18:51:00,23,0,51,30.45,10,8
2018-02-18T19:00:00,23,,51,30.44,9.94,8
2018-02-18T19:51:00,25,0,57,30.47,10,5
2018-02-18T20:51:00,25,0,60,30.48,10,9
2018-02-18T21:51:00,26,0,67,30.5,10,5
2018-02-18T22:00:00,26,,67,30.5,9.94,5
2018-02-18T22:51:00,25,0,70,30.51,10,0
2018-02-18T23:51:00,26,0,75,30.51,10,3
2018-02-18T23:59:00,,,,,,
2018-02-19T00:51:00,26,0,85,30.51,10,5
2018-02-19T01:00:00,26,,85,30.51,9.94,5
2018-02-19T01:51:00,27,0,78,30.51,10,7
2018-02-19T02:51:00,30,0,89,30.53,10,7
2018-02-19T03:51:00,31,0,96,30.51,10,5
2018-02-19T04:00:00,31,,96,30.51,9.94,5
2018-02-19T04:51:00,33,0,93,30.5,10,6
2018-02-19T05:51:00,34,0,96,30.51,10,7
2018-02-19T06:51:00,35,0,97,30.5,10,6
2018-02-19T07:00:00,35,,97,30.5,9.94,6
2018-02-19T07:51:00,36,0,96,30.5,10,5
2018-02-19T08:51:00,36,0,79,30.53,10,9
2018-02-19T09:51:00,36,0,71,30.5,10,9
2018-02-19T10:00:00,36,,71,30.5,9.94,9
2018-02-19T10:51:00,37,0,71,30.5,10,10
2018-02-19T11:51:00,38,0,77,30.47,10,11
2018-02-19T12:51:00,39,0,77,30.43,10,14
2018-02-19T13:00:00,39,,77,30.42,9.94,14
2018-02-19T13:51:00,40,0,83,30.4,10,13
2018-02-19T14:51:00,41,0,86,30.38,10,13
2018-02-19T15:41:00,42,,90,30.37,10,11
2018-02-19T15:51:00,42,0,90,30.37,10,11
2018-02-19T16:00:00,42,,90,30.37,9.94,11
2018-02-19T16:51:00,43,0,93,30.35,10,11
2018-02-19T17:51:00,43,T,96,30.35,8,10
2018-02-19T18:49:00,45,0.01,100,30.35,7,8
2018-02-19T18:51:00,44,0.01,100,30.35,7,10
2018-02-19T19:00:00,44,,100,30.34,6.84,10
2018-02-19T19:51:00,44,T,100,30.35,7,9
2018-02-19T20:08:00,44,T,100,30.34,9,9
2018-02-19T20:51:00,44,T,100,30.34,9,3
2018-02-19T21:12:00,44,,100,30.34,6,7
2018-02-19T21:44:00,44,,100,30.32,2.5,6
2018-02-19T21:49:00,45,,100,30.32,2.5,6
2018-02-19T21:51:00,44,0,100,30.32,2.5,7
2018-02-19T21:58:00,44,,100,30.32,0.75,6
2018-02-19T22:00:00,44,,100,30.32,2.49,7
2018-02-19T22:51:00,44,0,100,30.32,0.5,8
2018-02-19T23:49:00,45,,100,30.3,0.12,6
2018-02-19T23:51:00,44,0,100,30.3,0.12,6
2018-02-19T23:59:00,,,,,,
2018-02-20T00:01:00,44,,100,30.3,0.12,6
2018-02-20T00:45:00,45,,100,30.29,0.25,7
2018-02-20T00:51:00,44,0,100,30.29,0.25,8
2018-02-20T01:00:00,44,,100,30.29,0.25,8
2018-02-20T01:51:00,44,0,100,30.29,0.25,5
2018-02-20T02:51:00,45,0,100,30.29,0.25,3
2018-02-20T03:51:00,46,0,100,30.27,0.25,6
2018-02-20T04:00:00,46,,100,30.27,0.25,6
2018-02-20T04:51:00,45,0,100,30.29,0.25,7
2018-02-20T05:45:00,46,T,100,30.29,0.12,6
2018-02-20T05:51:00,46,T,100,30.29,0.12,7
2018-02-20T06:51:00,46,T,100,30.3,0.12,7
2018-02-20T07:00:00,46,,100,30.29,0.12,7
2018-02-20T07:51:00,47,T,100,30.32,0.12,7
2018-02-20T08:27:00,49,,100,30.32,0.12,8
2018-02-20T08:38:00,49,,100,30.32,0.12,9
2018-02-20T08:49:00,50,,100,30.32,0.5,14
2018-02-20T08:51:00,50,0,100,30.32,0.5,11
2018-02-20T08:57:00,50,,100,30.32,2,11
2018-02-20T09:49:00,52,,100,30.32,4,14
2018-02-20T09:51:00,51,0,100,30.32,4,13
2018-02-20T10:00:00,51,,100,30.32,3.73,13
2018-02-20T10:51:00,52,0,100,30.32,6,13
2018-02-20T11:51:00,54,0,93,30.32,7,13
2018-02-20T12:26:00,54,,83,30.29,10,15
2018-02-20T12:51:00,54,0,80,30.29,10,15
2018-02-20T13:00:00,54,,80,30.28,9.94,15
2018-02-20T13:51:00,54,0,70,30.27,10,11
2018-02-20T14:51:00,54,0,75,30.27,10,9
2018-02-20T15:51:00,50,0,83,30.27,10,8
2018-02-20T16:00:00,50,,83,30.27,9.94,8
2018-02-20T16:51:00,50,0,83,30.29,10,0
2018-02-20T17:51:00,49,0,89,30.29,10,5
2018-02-20T18:51:00,48,0,97,30.3,10,5
2018-02-20T19:00:00,48,,97,30.29,9.94,5
2018-02-20T19:51:00,47,0,96,30.3,10,3
2018-02-20T20:51:00,46,0,97,30.32,10,0
2018-02-20T21:51:00,47,0,96,30.32,9,0
2018-02-20T22:00:00,47,,96,30.32,8.7,0
2018-02-20T22:51:00,47,0,100,30.32,10,6
2018-02-20T23:11:00,46,,100,30.32,6,7
2018-02-20T23:13:00,46,,100,30.32,0.75V,8
2018-02-20T23:35:00,46,,100,30.34,0.12,9
2018-02-20T23:51:00,46,0,100,30.34,0.12,6
2018-02-20T23:59:00,,,,,,
2018-02-21T00:16:00,47,,100,30.34,0.12,7
2018-02-21T00:37:00,48,,100,30.32,0.12,11
2018-02-21T00:51:00,49,0,100,30.32,0.12,11
2018-02-21T01:00:00,49,,100,30.31,0.12,11
2018-02-21T01:45:00,48,,100,30.3,0.25,16
2018-02-21T01:51:00,48,0,100,30.3,0.25,15
2018-02-21T02:38:00,46,,100,30.3,0.12,14
2018-02-21T02:49:00,46,,100,30.29,0.12,14
2018-02-21T02:51:00,45,0,100,30.29,0.12,13
2018-02-21T03:51:00,45,0,100,30.29,0.12,14
2018-02-21T04:00:00,45,,100,30.29,0.12,14
2018-02-21T04:51:00,44,0,100,30.3,0.12,0
2018-02-21T05:16:00,45,,100,30.29,0.12,3
2018-02-21T05:29:00,45,,100,30.29,0.12,3
2018-02-21T05:51:00,46,0,100,30.29,0.12,6
2018-02-21T06:14:00,46,,100,30.29,0.12,7
2018-02-21T06:16:00,46,,100,30.29,0.12,7
2018-02-21T06:51:00,45,0,100,30.29,0.12,5
2018-02-21T07:00:00,45,,100,30.29,0.12,5
2018-02-21T07:24:00,46,,100,30.3,0.12,6
2018-02-21T07:49:00,46,,100,30.3,0.25,8
2018-02-21T07:51:00,47,0,100,30.3,0.25,7
2018-02-21T08:15:00,48,,100,30.29,0.25,6
2018-02-21T08:17:00,48,,100,30.29,0.25,6
2018-02-21T08:33:00,49,,100,30.29,0.25,6
2018-02-21T08:49:00,48,,100,30.29,0.12,8
2018-02-21T08:51:00,49,0,100,30.29,0.12,8
2018-02-21T09:51:00,49,0,100,30.29,0.12,7
2018-02-21T10:00:00,49,,100,30.29,0.12,7
2018-02-21T10:22:00,51,,100,30.29,0.5,8
2018-02-21T10:34:00,52,,100,30.29,6,8
2018-02-21T10:51:00,53,0,97,30.29,7,9
2018-02-21T11:03:00,53,,87,30.27,10,9
2018-02-21T11:51:00,54,0,78,30.24,10,13
2018-02-21T12:51:00,52,0,78,30.22,10,11
2018-02-21T13:00:00,52,,78,30.22,9.94,11
2018-02-21T13:51:00,54,0,75,30.19,10,11
2018-02-21T14:51:00,54,0,70,30.19,10,8
2018-02-21T15:51:00,52,0,72,30.19,10,9
2018-02-21T16:00:00,52,,72,30.19,9.94,9
2018-02-21T16:51:00,51,0,78,30.21,10,9
2018-02-21T17:51:00,49,0,86,30.22,10,6
2018-02-21T18:51:00,50,0,89,30.24,10,5
2018-02-21T19:00:00,50,,89,30.24,9.94,5
2018-02-21T19:51:00,50,0,89,30.27,10,0
2018-02-21T20:51:00,56,0,75,30.3,10,13
2018-02-21T21:51:00,57,0.02s,84,30.35,8,14
2018-02-21T22:00:00,57,,84,30.34,7.46,14
2018-02-21T22:51:00,56,0.01,86,30.35,10,11
2018-02-21T23:51:00,50,0,72,30.37,10,11
2018-02-21T23:59:00,,,,,,
2018-02-22T00:51:00,48,T,72,30.4,10,10
2018-02-22T01:00:00,48,,72,30.39,9.94,10
2018-02-22T01:51:00,34,0,44,30.42,10,14
2018-02-22T02:51:00,37,0,55,30.45,10,14
2018-02-22T03:51:00,39,0,64,30.47,10,14
2018-02-22T04:00:00,39,,64,30.47,9.94,14
2018-02-22T04:51:00,36,0,61,30.5,10,14
2018-02-22T05:51:00,36,0,63,30.51,10,11
2018-02-22T06:51:00,36,0,68,30.5,10,15
2018-02-22T07:00:00,36,,68,30.5,9.94,15
2018-02-22T07:51:00,37,0,71,30.55,10,17
2018-02-22T08:16:00,38,,73,30.55,10,18
2018-02-22T08:51:00,37,0,71,30.55,10,18
2018-02-22T09:51:00,36,T,68,30.58,10,14
2018-02-22T10:00:00,36,,68,30.58,9.94,14
2018-02-22T10:19:00,36,T,71,30.6,10,15
2018-02-22T10:51:00,33,T,63,30.58,10,22
2018-02-22T11:51:00,32,T,63,30.56,10,16
2018-02-22T12:51:00,34,T,68,30.53,8,18
2018-02-22T13:00:00,34,,68,30.53,7.46,18
2018-02-22T13:51:00,36,0.01,79,30.53,9,15
2018-02-22T14:38:00,38,0.01,89,30.55,7,9
2018-02-22T14:51:00,38,0.01,89,30.55,4,15
2018-02-22T15:40:00,36,0.02,89,30.55,4,15
2018-02-22T15:51:00,36,0.03,89,30.56,6,15
2018-02-22T16:00:00,36,,89,30.55,5.59,15
2018-02-22T16:51:00,35,0.02,89,30.61,5,10
2018-02-22T17:43:00,35,0.04,93,30.63,6,15
2018-02-22T17:51:00,36,0.04,96,30.63,7,10
2018-02-22T18:19:00,36,T,96,30.63,10,10
2018-02-22T18:51:00,36,T,93,30.63,10,15
2018-02-22T19:00:00,36,,93,30.62,9.94,15
2018-02-22T19:51:00,36,0,93,30.6,10,13
2018-02-22T20:51:00,35,0,93,30.63,10,11
2018-02-22T21:51:00,34,0,89,30.63,10,11
2018-02-22T22:00:00,34,,89,30.62,9.94,11
2018-02-22T22:51:00,35,0,93,30.66,10,9
2018-02-22T23:51:00,35,0,93,30.64,10,9
2018-02-22T23:59:00,,,,,,
2018-02-23T00:03:00,35,,93,30.66,10,10
2018-02-23T00:51:00,34,,89,,10,10
2018-02-23T01:00:00,34,,89,30.66,9.94,10
2018-02-23T01:51:00,34,,89,,10,10
2018-02-23T02:51:00,34,,93,,10,11
2018-02-23T03:51:00,34,,93,,10,9
2018-02-23T04:00:00,34,,93,30.63,9.94,9
2018-02-23T04:51:00,33,,89,,10,8
2018-02-23T05:39:00,33,,89,30.63,10,11
2018-02-23T05:51:00,33,,89,,10,11
2018-02-23T06:51:00,31,,82,,10,11
2018-02-23T07:00:00,31,,82,30.62,9.94,11
2018-02-23T07:51:00,32,,82,,10,11
2018-02-23T08:04:00,32,,82,30.63,10,13
2018-02-23T08:51:00,33,T,86,,10,9
2018-02-23T09:43:00,34,0.01,89,30.63,3,6
2018-02-23T09:51:00,34,0.02,89,,3,6
2018-02-23T10:00:00,34,,89,30.6,2.98,6
2018-02-23T10:49:00,36,,93,30.58,7,9
2018-02-23T10:51:00,36,0.03,93,,7,8
2018-02-23T11:51:00,37,T,93,,10,10
2018-02-23T12:51:00,37,,89,,10,16
2018-02-23T13:00:00,37,,89,30.49,9.94,16
2018-02-23T13:51:00,37,T,89,,4,13
2018-02-23T14:02:00,38,T,93,30.45,2,10
2018-02-23T14:25:00,38,T,96,30.45,2,10
2018-02-23T14:51:00,39,T,100,,2,8
2018-02-23T15:51:00,38,T,96,,2,9
2018-02-23T16:00:00,38,,96,30.37,1.99,9
2018-02-23T16:48:00,39,,100,30.37,1,6
2018-02-23T16:51:00,39,T,100,,1,8
2018-02-23T17:51:00,39,0.01,100,,1,6
2018-02-23T17:57:00,39,T,100,30.34,2.5,6
2018-02-23T18:51:00,39,0.06,100,,2.5,5
2018-02-23T19:00:00,39,,100,30.29,2.49,5
2018-02-23T19:07:00,39,,100,30.29,1.5,6
2018-02-23T19:47:00,39,,100,30.27,1.5,3
2018-02-23T19:51:00,39,,100,,1.5,0
2018-02-23T20:51:00,39,,97,,1.5,6
2018-02-23T21:22:00,40,,100,30.24,2,7
2018-02-23T21:51:00,39,,100,,2,5
2018-02-23T22:00:00,39,,100,30.21,1.99,5
2018-02-23T22:51:00,40,,100,,2.5,11
2018-02-23T23:51:00,40,,100,,6,9
2018-02-23T23:59:00,,,,,,
2018-02-24T00:51:00,42,,100,,6,8
2018-02-24T01:00:00,42,,100,30.16,5.59,8
2018-02-24T01:51:00,42,,97,,8,10
2018-02-24T02:51:00,42,,97,,8,14
2018-02-24T03:51:00,42,,97,,8,9
2018-02-24T04:00:00,42,,97,30.12,7.46,9
2018-02-24T04:49:00,43,,100,30.14,6,9
2018-02-24T04:51:00,42,,100,,6,10
2018-02-24T05:51:00,42,,100,,6,9
2018-02-24T06:31:00,42,,93,30.16,8,11
2018-02-24T06:49:00,43,,93,30.16,6,11
2018-02-24T06:51:00,42,,93,,6,10
2018-02-24T07:00:00,42,,93,30.16,5.59,10
2018-02-24T07:05:00,42,,93,30.16,6,9
2018-02-24T07:51:00,44,,90,,8,9
2018-02-24T08:51:00,44,,90,,7,8
2018-02-24T09:51:00,42,,69,,10,11
2018-02-24T10:00:00,42,,69,30.13,9.94,11
2018-02-24T10:51:00,41,,66,,10,9
2018-02-24T11:51:00,41,,64,,10,9
2018-02-24T12:12:00,44,,86,30.16,9,14
2018-02-24T12:51:00,45,T,86,,9,9
2018-02-24T13:00:00,45,,86,30.13,8.7,9
2018-02-24T13:51:00,40,T,61,,10,10
2018-02-24T14:51:00,40,T,61,,10,9
2018-02-24T15:51:00,44,0.05,83,,3,7
2018-02-24T16:00:00,44,,83,30.15,2.98,7
2018-02-24T16:51:00,45,0.01,89,,9,7
2018-02-24T17:51:00,44,T,90,,10,9
2018-02-24T18:51:00,45,T,93,,10,6
2018-02-24T19:00:00,45,,93,30.16,9.94,6
2018-02-24T19:51:00,46,T,97,,6,5
2018-02-24T20:51:00,46,0.01,97,,6,9
2018-02-24T21:17:00,46,T,100,30.19,3,10
2018-02-24T21:25:00,45,0.01,96,30.19,2.5,14
2018-02-24T21:49:00,45,,100,30.21,3,14
2018-02-24T21:51:00,44,0.01,97,,3,13
2018-02-24T22:00:00,44,,97,30.2,2.98,13
2018-02-24T22:51:00,42,T,93,,10,10
2018-02-24T23:25:00,42,T,93,30.19,10,9
2018-02-24T23:51:00,42,T,93,,10,10
2018-02-24T23:59:00,,,,,,
2018-02-25T00:51:00,41,,89,,10,9
2018-02-25T01:00:00,41,,89,30.19,9.94,9
2018-02-25T01:51:00,39,T,86,,10,11
2018-02-25T02:51:00,39,T,86,,10,10
2018-02-25T03:51:00,39,0.01,86,,6,14
2018-02-25T04:00:00,39,,86,30.14,5.59,14
2018-02-25T04:49:00,43,,100,30.12,6,15
2018-02-25T04:51:00,43,0.17,100,,6,14
2018-02-25T05:51:00,42,0.21,93,,3,18
2018-02-25T06:51:00,42,0.2,97,,5,23
2018-02-25T07:00:00,42,,97,30.09,4.97,23
2018-02-25T07:49:00,41,,93,30.09,4,16
2018-02-25T07:51:00,41,0.15,96,,5,18
2018-02-25T08:51:00,41,0.07,96,,5,21
2018-02-25T09:51:00,41,0.08,96,,4,22
2018-02-25T10:00:00,41,,96,30,3.73,22
2018-02-25T10:31:00,41,0.18,93,30,5,21
2018-02-25T10:49:00,43,,100,30,2.5,15
2018-02-25T10:51:00,42,0.22,97,,3,16
2018-02-25T11:51:00,43,0.17,96,,4,11
2018-02-25T12:51:00,44,0.02,100,,3,13
2018-02-25T13:00:00,44,,100,29.9,2.98,13
2018-02-25T13:42:00,43,T,100,29.91,2.5,11
2018-02-25T13:51:00,43,T,100,,2.5,11
2018-02-25T14:12:00,42,T,100,29.95,3,16
2018-02-25T14:51:00,41,T,100,,6,11
2018-02-25T15:51:00,41,,96,,10,11
2018-02-25T16:00:00,41,,96,29.96,9.94,11
2018-02-25T16:51:00,41,,96,,10,9
2018-02-25T17:51:00,41,,93,,10,3
2018-02-25T18:51:00,42,,97,,10,5
2018-02-25T19:00:00,42,,97,29.96,9.94,5
2018-02-25T19:51:00,42,,93,,10,6
2018-02-25T20:51:00,42,,93,,10,6
2018-02-25T21:51:00,43,,96,,8,0
2018-02-25T22:00:00,43,,96,30,7.46,0
2018-02-25T22:51:00,42,,93,,7,7
2018-02-25T23:51:00,42,,97,,6,8
2018-02-25T23:59:00,,,,,,
2018-02-26T00:51:00,42,,97,,6,6
2018-02-26T01:00:00,42,,97,30.02,5.59,6
2018-02-26T01:51:00,42,,97,,6,7
2018-02-26T02:40:00,43,,100,30.01,6,7
2018-02-26T02:51:00,42,,97,,6,6
2018-02-26T03:51:00,41,,100,,6,0
2018-02-26T04:00:00,41,,100,30.01,5.59,0
2018-02-26T04:51:00,40,,100,,6,0
2018-02-26T05:51:00,39,,100,,8,5
2018-02-26T06:51:00,41,,100,,5,3
2018-02-26T07:00:00,41,,100,30.06,4.97,3
2018-02-26T07:51:00,37,,71,,10,13
2018-02-26T08:51:00,34,,66,,10,16
2018-02-26T09:51:00,32,,61,,10,21
2018-02-26T10:00:00,32,,61,30.12,9.94,21
2018-02-26T10:51:00,31,,58,,10,17
2018-02-26T11:51:00,29,,50,,10,11
2018-02-26T12:51:00,28,,44,,10,8
2018-02-26T13:00:00,28,,44,30.12,9.94,8
2018-02-26T13:51:00,28,,44,,10,13
2018-02-26T14:51:00,30,,48,,10,11
2018-02-26T15:51:00,29,0,43,30.11,10,10
2018-02-26T16:00:00,29,,43,30.1,9.94,10
2018-02-26T16:51:00,26,0,38,30.11,10,9
2018-02-26T17:51:00,32,0,58,30.14,10,8
2018-02-26T18:51:00,33,0,59,30.16,10,10
2018-02-26T19:00:00,33,,59,30.16,9.94,10
2018-02-26T19:51:00,32,0,61,30.19,10,8
2018-02-26T20:51:00,31,0,58,30.21,10,9
2018-02-26T21:51:00,29,0,55,30.22,10,6
2018-02-26T22:00:00,29,,55,30.21,9.94,6
2018-02-26T22:51:00,26,0,49,30.24,10,7
2018-02-26T23:51:00,24,0,49,30.25,10,7
2018-02-26T23:59:00,,,,,,
2018-02-27T00:51:00,22,0,47,30.27,10,8
2018-02-27T01:00:00,22,,47,30.27,9.94,8
2018-02-27T01:51:00,22,0,47,30.29,10,13
2018-02-27T02:51:00,22,0,50,30.3,10,9
2018-02-27T03:51:00,22,0,52,30.32,10,10
2018-02-27T04:00:00,22,,52,30.31,9.94,10
2018-02-27T04:51:00,22,0,50,30.32,10,10
2018-02-27T05:51:00,22,0,52,30.34,10,9
2018-02-27T06:51:00,21,0,52,30.35,10,7
2018-02-27T07:00:00,21,,52,30.35,9.94,7
2018-02-27T07:51:00,22,0,45,30.37,10,8
2018-02-27T08:51:00,20,0,37,30.38,10,8
2018-02-27T09:51:00,19,0,31,30.38,10,9
2018-02-27T10:00:00,19,,31,30.38,9.94,9
2018-02-27T10:51:00,21,0,31,30.38,10,8
2018-02-27T11:51:00,21,0,28,30.37,10,10
2018-02-27T12:14:00,27,,41,30.35,10,13
2018-02-27T12:51:00,26,0,37,30.34,10,7
2018-02-27T13:00:00,26,,37,30.33,9.94,7
2018-02-27T13:51:00,23,0,32,30.32,10,17
2018-02-27T14:51:00,25,0,35,30.29,10,13
2018-02-27T15:51:00,28,0,48,30.27,10,16
2018-02-27T16:00:00,28,,48,30.27,9.94,16
2018-02-27T16:51:00,30,0,56,30.27,10,18
2018-02-27T17:51:00,29,0,58,30.25,10,20
2018-02-27T18:51:00,31,0,63,30.25,10,20
2018-02-27T19:00:00,31,,63,30.25,9.94,20
2018-02-27T19:51:00,33,0,71,30.24,10,14
2018-02-27T20:51:00,33,0,71,30.25,10,11
2018-02-27T21:51:00,33,0,73,30.22,10,11
2018-02-27T22:00:00,33,,73,30.22,9.94,11
2018-02-27T22:51:00,32,0,73,30.21,10,10
2018-02-27T23:51:00,30,0,68,30.22,10,13
2018-02-27T23:59:00,,,,,,
2018-02-28T00:51:00,32,0,79,30.21,10,10
2018-02-28T01:00:00,32,,79,30.2,9.94,10
2018-02-28T01:51:00,30,0,68,30.21,10,9
2018-02-28T02:51:00,30,0,79,30.19,10,8
2018-02-28T03:51:00,31,0,76,30.16,10,9
2018-02-28T04:00:00,31,,76,30.16,9.94,9
